name;short_name;streetAddress;department;province;district;area
CONSUELO TORRES TELLO DE LOS POBRES Y PROYECTOS PARA EL DESARROLLO SOSTENIBLE;;AV. EL POLO 429 - 431 / INT. 1105;LIMA;LIMA;SANTIAGO DE SURCO;AMBIENTE / GÉNERO
CONSULTORES Y EJECUTORES DE PROYECTOS DE DESARROLLO INTEGRAL;CEPDI;JR. MARIA PARADO DE BELLIDO 1017  URB. LA MAGDALENA;AYACUCHO;HUAMANGA;AYACUCHO;TRABAJO
CONVENCION POR UNA BANKA INTERCULTURAL E INCLUSIVA PARA LAS GENERACIONES PRESENTES Y FUTURAS;CONVEBANKING;Jr. San Martín Pio Concha G14 Quillabamba;CUSCO;LA CONVENCION;SANTA ANA;AMBIENTE / ECONOMÍA / PRODUCCIÓN / TRABAJO
COOPERACCION;;JR. RIO DE JANEIRO 373;LIMA;LIMA;JESUS MARIA;AMBIENTE / ENERGÍA/EXTRACTIVA / PRODUCCIÓN
COOPERACION CRISTIANA PARA EL DESARROLLO;COCID;JR. ANDALUCIA 528;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;EDUCACIÓN
COOPERACION INTEGRAL AL DESARROLLO SOCIAL Y PRODUCTIVO;COODESPRO;CALLE RENAN ELIAS OLIVERA  332  URB. LA CORPORACION;LIMA;LIMA;EL AGUSTINO;EDUCACIÓN / SALUD
COOPERACION PARA EL DESARROLLO DE LA AMAZONIA;CODEA;CALLE CESAR CALVO DE ARAUJO 2035;LORETO;MAYNAS;IQUITOS;AMBIENTE / TRABAJO
COOPERACION PERUANO EUROPEA PARA SUDAMERICA;COPEESU;CALLE MALAGA GRENET Nº 314 UMACOLLO;AREQUIPA;AREQUIPA;AREQUIPA;EDUCACIÓN / GÉNERO
COOPERAZIONE ITALIANA AL DESARROLLO DE ECOALDEAS - CID ECOALDEAS;;Mz. E Lote 1 4° Piso ;LIMA;CAÑETE;CERRO AZUL;INCLUSIÓN SOCIAL
COORDINADORA DE DESARROLLO Y DEFENSA DE LA COMUNIDAD CAMPESINA DE TINCA;COORDE TINCA;Jr. Enrique Palacios 562 Interior 6;LIMA;LIMA;MIRAFLORES;EDUCACIÓN / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD / VIVIENDA Y SANEAMIENTO
COORDINADORA DE ORGANIZACIONES CAMPESINAS E INSTITUCIONES AGRARIAS DEL PERU;COORDINADORA RURAL;AV. RICARDO TIZON Y BUENO 847;LIMA;LIMA;JESUS MARIA;AMBIENTE / PRODUCCIÓN
COORDINADORA DISTRITAL DE COMUNIDADES NATIVAS DE PICHARI;CODICONP;AV. CULTURA O-3;CUSCO;LA CONVENCION;PICHARI;AMBIENTE / GÉNERO
COORDINADORA NACIONAL DE DERECHOS HUMANOS;CNDDHH;JR. JOSE PEZET Y MONEL 2467;LIMA;LIMA;LINCE;EDUCACIÓN / GÉNERO / JUSTICIA
COORDINADORA NACIONAL DE DESARROLLO SOCIAL Y AGROPECUARIO DEL PERU;CONDESAP;JR. ORION 2532 - URB. SANTA ELIZABETH 1° ETAPA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;EDUCACIÓN / GÉNERO
COORDINADORA POR LA INVERSION Y EL TRABAJO DEL PERU (CITPERU);;CALLE MANCO CAPAC 466;LIMA;LIMA;MAGDALENA DEL MAR;PRODUCCIÓN / VIVIENDA Y SANEAMIENTO
COORDINADORA REGIONAL DE PUEBLOS INDIGENAS DE AIDESEP ATALAYA;CORPIAA;Calle Purús 1177;UCAYALI;ATALAYA;RAYMONDI;AMBIENTE / GOBERNABILIDAD / INCLUSIÓN SOCIAL
COPS - INSTITUTO DE CULTURA Y ORIENTACION PARA EL DESARROLLO PERSONAL Y SOCIAL;COPS;CALLE ALHELIES L 34;ICA;ICA;ICA;AMBIENTE / ECONOMÍA / EDUCACIÓN
CORAZON GUERRERO;;Jr. Osa Mayor - Mz. F Lote 4 Urb. Santa Elizabeth;LIMA;LIMA;SAN JUAN DE LURIGANCHO;INCLUSIÓN SOCIAL / SALUD
CORAZON SOLIDARIO;;JR. SAN MARTIN N° 792;HUANUCO;HUANUCO;HUANUCO;AMBIENTE / GÉNERO / PRODUCCIÓN / SALUD
CORAZONES FELICES;;AV. SANTIAGO ANTUNEZ DE MAYOLO MZA. D LOTE 3 COOP. EL OLIV;LIMA;LIMA;SAN MARTIN DE PORRES;EDUCACIÓN
CORAZONES UNIDOS CON LAS PERSONAS CON DISCAPACIDAD;;CARLOS E. FERREYROS N° 310 ;LIMA;LIMA;SAN ISIDRO;INCLUSIÓN SOCIAL / SALUD / TRABAJO
CORDILLERA LOS ANDES;CLANDES;JR. CHINCHA 306 INT 201 - URB. MESA REDONDA;LIMA;LIMA;SAN MARTIN DE PORRES;AGROPECUARIO / EDUCACIÓN / GÉNERO
CORPORACION DE DESARROLLO ECOLOGICO INTEGRADO - CDEI;CDEI;JR. JOSE GABRIEL CONDORCANQUI 551, A.A.H.H. LOS ANGELES;LIMA;LIMA;RIMAC;AMBIENTE / EDUCACIÓN / GÉNERO
CORPORACION DE DESARROLLO FENIX;CDF;JR. LARREA Y LAREDO MZ. 26 LTE. 10, URB. PEDREGAL;ANCASH;HUARAZ;HUARAZ;CIENCIA Y TECNOLOGÍA / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / PRODUCCIÓN / TRABAJO / VIVIENDA Y SANEAMIENTO
CORPORACION DE DESARROLLO SINCOS;CORDESI;ALAMEDA DEL CREPUSCULO Nº 337 - URB. ALBORADA;LIMA;LIMA;SANTIAGO DE SURCO;AGROPECUARIO / AMBIENTE / COMERCIO Y TURISMO / PRODUCCIÓN
CORPORACIÓN NACIONAL AMAZÓNICO ANDINO PERÚ;CONAAPE;Pasaje la Conquista 177 – Barrio Jorge Chávez;JUNIN;SATIPO;SATIPO;AGROPECUARIO / AMBIENTE / SALUD
CORPORACION RESTAUREMOS NUESTRO TIEMPO ADFER MITAWI - CON CARACTER DE ORGANISMO NO GUBERNAMENTAL DE DESARROLLO;;AV. LA TORRE 346;PUNO;PUNO;PUNO;AMBIENTE / EDUCACIÓN / GOBERNABILIDAD
CORUNUM-UN SOLO CORAZON;;CALLE AYACUCHO 267;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;AGROPECUARIO / AMBIENTE / EDUCACIÓN / SALUD
CREA MUSICA;;CERRO ATARRAYA S/N;LIMA;BARRANCA;BARRANCA;EDUCACIÓN
CREATION PERU;;AV. LARCO 770 OFICINA 401;LA LIBERTAD;TRUJILLO;TRUJILLO;GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL
CRECIMIENTO INTEGRAL PARA POBLACIONES EN DESARROLLO - ACIPED;;CALLE 28 DE JULIO 744;JUNIN;SATIPO;PANGOA;AMBIENTE
CRESER: CENTRO DE ESTUDIOS Y ASESORIA EN CONDUCTAS DE RIESGO SOCIAL Y PROMOCION DEL DESARROLLO INTEGRAL;;AV. BENAVIDES 3583 OFICINA 302 URB. HIGUERETA;LIMA;LIMA;SANTIAGO DE SURCO;GÉNERO / JUSTICIA
CRISTIANOS UNIDOS;;JR. LOS ROSALES MZ.H, LOTE 10, COOPERATIVA  MIGUEL GRAU.;LIMA;LIMA;SANTA ANITA;EDUCACIÓN / GÉNERO
CRUZ VERDE AMAZONICA;;JR. LOS ANDES 512;SAN MARTIN;SAN MARTIN;MORALES;AMBIENTE
CUERPO DE LIDERAZGO INTERNACIONAL BASADO EN PRINCIPIOS;;AV. LA TORRE 428;PUNO;PUNO;PUNO;AMBIENTE / EDUCACIÓN / GÉNERO
CULTURA GLOBAL;CULT GLOBAL;CALLE DE LAS LETRAS 199, DEPARTAMENTO 206;LIMA;LIMA;SAN BORJA;EDUCACIÓN
D' OROZCO;;Calle Inti Raymi N°110 Sector Pueblo Libre;CAJAMARCA;JAEN;JAEN;EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
DAR CON ALEGRIA;;CALLE LOS TACONES 2215;LIMA;LIMA;LINCE;EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL / SALUD / VIVIENDA Y SANEAMIENTO
DE LA MANO DEL AUTISMO;;CALLE JOSÉ GÁLVEZ N°143 ;LIMA;LIMA;SAN MIGUEL;EDUCACIÓN / JUSTICIA / SALUD / TRABAJO
DEFENDIENDO LA VIDA;;CALLE MADRID  212  URB. SAN NICOLAS;LA LIBERTAD;TRUJILLO;TRUJILLO;GÉNERO / INCLUSIÓN SOCIAL / SEGURIDAD
DEFENSA DEL MEDIO AMBIENTE REFORESTACION Y FORESTACION;DMARF;JR. 22 DE FEBRERO;LA LIBERTAD;TRUJILLO;LA ESPERANZA;AGROPECUARIO / AMBIENTE
DEMUS - ESTUDIO PARA LA DEFENSA DE LOS DERECHOS DE LA MUJER;;JR. CARACAS 2624;LIMA;LIMA;JESUS MARIA;GÉNERO / JUSTICIA
DEPORT VIDA;;CALLE GAMARRA 441;LA LIBERTAD;TRUJILLO;TRUJILLO;GÉNERO
DERECHO, AMBIENTE Y RECURSOS NATURALES;;JR. BRIGADIER PUMACAHUA 2249 ;LIMA;LIMA;LINCE;AMBIENTE
DESARROLLANDO BIENESTAR SOCIAL ;DEBISO; Jr. Oscar R. Benavides 258;SAN MARTIN;SAN MARTIN;MORALES;AGROPECUARIO / AMBIENTE / INCLUSIÓN SOCIAL / PRODUCCIÓN
DESARROLLO INTEGRAL DE NUEVO PACHACUTEC;;AV. SANTA ROSA S/N PARCELA E, PACHACÚTEC;CALLAO;CALLAO;VENTANILLA;AGROPECUARIO / CIENCIA Y TECNOLOGÍA / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD / TRABAJO / VIVIENDA Y SANEAMIENTO
DESARROLLO INTEGRAL DEL ADOLESCENTE;;JR. 28 DE JULIO 262, INT. 403 (SEGUNDO PATIO PLAZA MORE);AYACUCHO;HUAMANGA;AYACUCHO;GÉNERO
DESARROLLO SIN FRONTERAS;DESIFRO;Jr. Mariano Melgar 193;CAJAMARCA;CAJAMARCA;CAJAMARCA;AGROPECUARIO / AMBIENTE / SALUD / TRABAJO
DESARROLLO URBANO SOSTENIBLE;;JR. PUERTA DEL SOL 417 LA MOLINA;LIMA;LIMA;LA MOLINA;VIVIENDA Y SANEAMIENTO
DESEA PERU;;CALLE HUASCAR S/N (ESQUINA DE LA PLAZA DE ARMAS DE LAMAY;CUSCO;CALCA;LAMAY;AMBIENTE / SALUD
DIACONIA, ASOCIACION EVANGELICA LUTERANA DE AYUDA PARA EL DESARROLLO COMUNAL;;JR. GENERAL ORBEGOSO 728;LIMA;LIMA;BREÑA;AGROPECUARIO / GOBERNABILIDAD / SALUD / VIVIENDA Y SANEAMIENTO
DISCIPULOS DEL LIDERAZGO PARA EL SERVICIO;;Calle 9 de diciembre N°926;LORETO;MAYNAS;SAN JUAN BAUTISTA;AMBIENTE / GÉNERO
DIVERSIDAD SAN MARTINENSE;;JR. JIMENEZ PIMENTEL N° 1325;SAN MARTIN;SAN MARTIN;TARAPOTO;SALUD
DRIS / DESARROLLO RURAL SUSTENTABLE;;AV. JAVIER PRADO 7585, 2°PISO;LIMA;LIMA;ATE;AMBIENTE / GÉNERO
EAGLE CONDOR HUMANITARIAN PERU;ECH-PERU;JR. VILLAR 909 RES. PIURA D-18 PIURA;PIURA;PIURA;PIURA;INCLUSIÓN SOCIAL / PRODUCCIÓN
ECO REDD;;Calle Cápac Yupanqui Nº 957, Dpto. 301;LIMA;LIMA;JESUS MARIA;AMBIENTE / VIVIENDA Y SANEAMIENTO
ECOCEANICA;;CALLE COPERNICO 179;LIMA;LIMA;SAN BORJA;AMBIENTE / EDUCACIÓN
ECOLOGIA TECNOLOGIA CONSULTORES B&M;ECOTEC BM;JR. COMERCIO 522;CAJAMARCA;CHOTA;QUEROCOTO;AMBIENTE / EDUCACIÓN / GÉNERO / GOBERNABILIDAD
ECONOMIAS SOSTENIBLES PARA EL DESARROLLO RURAL-ECOS;;CALLE HUALLAGA N°554;LORETO;MAYNAS;IQUITOS;AMBIENTE / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL
ECOSAD - CONSORCIO POR LA SALUD, AMBIENTE Y DESARROLLO;;PROLONGACIÓN ARENALES 683, DEPARTAMENTO 702;LIMA;LIMA;LIMA;AMBIENTE / GÉNERO / SALUD
ECOSELVA;;AV. FRAY JERONIMO MZ. F LOTE 25 URB. SAN CARLOS;JUNIN;CHANCHAMAYO;CHANCHAMAYO;AGROPECUARIO / AMBIENTE / GÉNERO / TRABAJO
ECOSWELL;;CALLE LAS ACACIAS 168, DPTO. 401;LIMA;LIMA;MIRAFLORES;GÉNERO
EDUCA. IMPACTA. CRECE;;CALLE JIRON 2 N° 675 DPTO. 605;LIMA;LIMA;SAN BORJA;GÉNERO
EDUCACION CON VALORES PARA LA VIDA;;CALLE LOS ALGARROBOS 412, DPTO. 503, URB. CALIFORNIA;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;SALUD
EDUCANDO PARA UN MUNDO MEJOR;EDPUM;Av. Nacionalismo 379 Cruz del Perdón;LAMBAYEQUE;CHICLAYO;CHICLAYO;EDUCACIÓN / INCLUSIÓN SOCIAL
EDUCAR SEMBRANDO, ONGD;;CALLE 15 Nº 199 - URBANIZACION LAS MAGNOLIAS;LIMA;LIMA;SANTIAGO DE SURCO;EDUCACIÓN / GÉNERO / VIVIENDA Y SANEAMIENTO
EDUVIDA;;Av. Los Tusilagos 637, Urb. Las Flores;LIMA;LIMA;SAN JUAN DE LURIGANCHO;EDUCACIÓN / SALUD
EJECUTOR DE CONTRATO DE ADMINISTRACION DE LA RESERVA COMUNAL AMARAKAERI;;JR. LOS SAUCES 325 A.H. LOS CASTAÑOS, 1° PISO;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;AMBIENTE
EJECUTOR DE CONTRATO DE ADMINISTRACION DE LA RESERVA COMUNAL ASHANINKA (ECO-ASHANINKA);;AV. MARGINAL 292, PISO 3, URB. EL MILAGRO;JUNIN;SATIPO;SATIPO;AMBIENTE
EJECUTOR DEL CONTRATO DE ADMINISTRACION DE LA RESERVA COMUNAL PURUS;ECO-PURUS;AV. LUIS MUÑOZ NADAL S/N  PUERTO ESPERANZA;UCAYALI;PURUS;PURUS;AMBIENTE
EL CANARIO SALVADOR;;CALLE CUETO FERNANDINI 908, 2° PISO, URB. EL BOSQUE;LA LIBERTAD;TRUJILLO;TRUJILLO;AGROPECUARIO / AMBIENTE / EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL / PRODUCCIÓN / VIVIENDA Y SANEAMIENTO
EL EDEN DEL DIVINO NIÑO JESUS;;CALLE MAXIMO VALENZUELA 202 URB. CUETO FERNANDINI;LIMA;LIMA;LOS OLIVOS;EDUCACIÓN / GÉNERO / SALUD
EL TALLER. ASOCIACION DE PROMOCION Y DESARROLLO;EL TALLER;URBANIZACIÓN CABAÑA MARÍA, MANZANA J, LOTE 5;AREQUIPA;AREQUIPA;AREQUIPA;EDUCACIÓN / PRODUCCIÓN
EMPEZAMOS CRECIENDO;;PASEO SAENZ PEÑA 117-208;LIMA;LIMA;BARRANCO;EDUCACIÓN / GÉNERO
EMPRENDEDORAS DEL HOGAR;;AV. PRIMAVERA 120 AL 127;LIMA;LIMA;SANTIAGO DE SURCO;EDUCACIÓN / GÉNERO
EMPRENDEDORES SOLIDARIOS DE LAMBAYEQUE - EMSOLAM;;CALLE LOS LAURELES 157  URB. LOS LIBERTADORES;LAMBAYEQUE;CHICLAYO;CHICLAYO;GÉNERO
EMPRESARIADO;;Urb. Los Girasoles Mz. B Lote 27 1era. Etapa ;CALLAO;CALLAO;CALLAO;EDUCACIÓN / PRODUCCIÓN
ENCUENTROS - SERVICIO JESUITA DE LA SOLIDARIDAD;;JIRON FULGENCIO VALDEZ 780;LIMA;LIMA;BREÑA;GOBERNABILIDAD
ENERGIA, AMBIENTE Y SOSTENIBILIDAD;;JR. CHABUCA GRANDA C10 - URB. LA  ALAMEDA;CAJAMARCA;CAJAMARCA;CAJAMARCA;AMBIENTE
ENERGY LEAP;;LOS PATRIOTAS 892;LIMA;LIMA;SAN MIGUEL;AMBIENTE / GÉNERO
ENRUMBA;;Calle Porta N°170 Of.306 ;LIMA;LIMA;MIRAFLORES;AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
ENTRE PARES ASOCIACION PARA EL DESARROLLO EDUCATIVO PARTICIPATIVO Y PERTINENTE - ASOCIACION ENTRE PARES;;AV. EL SOL ESTE  506, OFICINA 302;LIMA;LIMA;BARRANCO;GÉNERO / INCLUSIÓN SOCIAL
EQUILIBRIUM - CENTRO PARA EL DESARROLLO ECONOMICO .- EQUILIBRIUM - CENDE;EQUILIBRIUM - CENDE;AV. ANGAMOS OESTENRO. 1374;LIMA;LIMA;MIRAFLORES;ECONOMÍA / EDUCACIÓN / INCLUSIÓN SOCIAL
EQUIPO  DE PROMOCION Y CAPACITACION AMAZONICA;PROCAM;JR. JUNIN 662;JUNIN;SATIPO;SATIPO;AGROPECUARIO / AMBIENTE / CIENCIA Y TECNOLOGÍA / ECONOMÍA / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / TRABAJO
EQUIPO DE DESARROLLO AGROPECUARIO DE CAJAMARCA;EDAC;LAS CASUARINAS MZ. F LTE. 3 - URB. EL INGENIO;CAJAMARCA;CAJAMARCA;CAJAMARCA;AGROPECUARIO / AMBIENTE / CIENCIA Y TECNOLOGÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD
EQUIPO DE EDUCACION Y AUTOGESTION SOCIAL;EDAPROSPO;PSJE. OCTAVIO BERNAL 598;LIMA;LIMA;JESUS MARIA;AMBIENTE / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / TRABAJO / VIVIENDA Y SANEAMIENTO
ERART;;AV. 15 DE ENERO  284 - INT. 101 URB. SAN ANTONIO;LIMA;LIMA;MIRAFLORES;SALUD
ESCUELA CAMPESINA DE EDUCACION Y SALUD SEÑOR CAUTIVO DE AYABACA;ESCAES;JR. JUNIN 589;LIMA;LIMA;MAGDALENA DEL MAR;AGROPECUARIO / AMBIENTE / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / VIVIENDA Y SANEAMIENTO
ESCUELA DE FORMACION DEPORTIVA Y DE FUTBOL DANIEL RIOS F.C.;;AV. MORRO SOLAR 230 DPTO.102 URB. VALLE HERMOSO CHACARILLA;LIMA;LIMA;SANTIAGO DE SURCO;AMBIENTE / CIENCIA Y TECNOLOGÍA / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / JUSTICIA / SALUD / TRANSPORTES Y COMUNICACIONES / VIVIENDA Y SANEAMIENTO
ESCUELA DE VALORES ORGANISMO NO GUBERNAMENTAL - EVONG;EVONG;Asentamiento Humano Maria Goretty Mz. E-09;PIURA;PIURA;CASTILLA;EDUCACIÓN / INCLUSIÓN SOCIAL
ESCUELA MAYOR DE GESTION MUNICIPAL;;SECTOR 3, GRUPO 15 MZA. E LOTE 4;LIMA;LIMA;VILLA EL SALVADOR;GÉNERO
ESCUELA PARA EL DESARROLLO;;AV. DEL EJERCITO 1218 OF. 402;LIMA;LIMA;MAGDALENA DEL MAR;GÉNERO / INCLUSIÓN SOCIAL / PRODUCCIÓN
ESCUELA SUPERIOR DE ALTA GERENCIA;ES ALTA GERENCIA;AV. CENTENARIO N°519;CUSCO;CANCHIS;SICUANI;ECONOMÍA
ESPACIO COMUN;;CALLE JAEN 250;LIMA;LIMA;BARRANCO;SALUD
E-TECH PERU;;AVENIDA DEL EJERCITO 1603;LORETO;MAYNAS;IQUITOS;INCLUSIÓN SOCIAL / SALUD
ETNOARTES ASOCIACION CIVIL;;CALLE COMERCIO 173 - URB. TORRES DE SAN BORJA;LIMA;LIMA;SAN BORJA;GÉNERO
EVANGELION;;Av. Velasco Astete N°1180 – Dpto. S101 Urb. Chacarilla del Estanque ;LIMA;LIMA;SANTIAGO DE SURCO;EDUCACIÓN / INCLUSIÓN SOCIAL
EXCELENCIA FORMATIVA INTEGRAL;;Av. República de Chile 456 ;LIMA;LIMA;JESUS MARIA;EDUCACIÓN / INCLUSIÓN SOCIAL
FAMILIA Y DESARROLLO;FADE;JR. SAN ANDRES N°233 - DPTO. 301 - URB. SAN ANDRES;LA LIBERTAD;TRUJILLO;TRUJILLO;AMBIENTE / EDUCACIÓN / GÉNERO / SALUD
FEDERACION NATIVA DEL RIO MADRE DE DIOS Y AFLUENTES;FENAMAD;AV. 26 DE DICIEMBRE 276;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;AGROPECUARIO / AMBIENTE / COMERCIO Y TURISMO / EDUCACIÓN
FEDERACION PROVINCIAL DE MUJERES DE ICA;FEPROMU-ICA;CALLE CAPULIES L-28.URB. SAN ISIDRO (PARQUE MIGUEL GRAU);ICA;ICA;ICA;GÉNERO
FEDERACION REGIONAL INDIGENA AWAJUN DEL ALTO MAYO;;Jr. 20 de Abril Nro. S/n, Moyobamba, San Martin;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
FIAT AGAL ONG;;Calle Tacna N° 862;PIURA;PIURA;PIURA;AMBIENTE
FICUS PERU DESARROLLO SOCIO AMBIENTAL;FICUS DESARROLLO SOCIOAMBIENTAL;CALLE LAURICOCHA H-02 URB. LOS MANZANOS;LIMA;LIMA;SANTIAGO DE SURCO;AMBIENTE / GÉNERO
FILADELFIA;;Av. Colmena N°321;LIMA;LIMA;COMAS;EDUCACIÓN / INCLUSIÓN SOCIAL
FILOMENA TOMAIRA PACSI, SERVICIOS A LA MUJER MINERA;FILOMENA;CALLE ALMIRANTE GUISSE 1149;LIMA;LIMA;JESUS MARIA;ENERGÍA/EXTRACTIVA / GÉNERO / SALUD
FINCA PERU;;JR. JOSE DE LA TORRE UGARTE 166 OF 702;LIMA;LIMA;LINCE;PRODUCCIÓN
FIRST WORLD EDUCATION PROEDUCARIS;PROEDUCARIS;EMILIANO NIÑO 272;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;GÉNERO
FOMENTO DE INVESTIGACION Y ACCION PARA EL DESARROLLO (FIAD);;AV. RAMON MUGICA N°131. PIURA;PIURA;PIURA;PIURA;AMBIENTE / EDUCACIÓN / SALUD
FOMENTO DE LA VIDA;FOVIDA;AV. HORACIO URTEAGA 1727,URB. FUNDO OYAGUE (Alt. Av. Brasil);LIMA;LIMA;JESUS MARIA;AMBIENTE / GOBERNABILIDAD / PRODUCCIÓN / VIVIENDA Y SANEAMIENTO
FOMENTO Y DESARROLLO ECOLOGICO DE LA MINERIA;;CALLE LAS CAMELIAS 877, OFICINA 302;LIMA;LIMA;SAN ISIDRO;AMBIENTE / EDUCACIÓN
FOMENTO Y DESARROLLO RENOVABLE EN LA AGRICULTURA, EL AGUA Y LA ENERGIA;;PASAJE MARTIN OLAYA 129 OFIC.1506;LIMA;LIMA;MIRAFLORES;AMBIENTE
FONDO DE AGUA PARA LIMA Y CALLAO - AQUAFONDO;AQUAFONDO;CALLE JOSE TORIBIO POLO 327 OF.406;LIMA;LIMA;MIRAFLORES;EDUCACIÓN
FONDO DE DESARROLLO DE LA UNIVERSIDAD DE HUANUCO;FONDUH;JR. HERMILIO VALDIZAN 871;HUANUCO;HUANUCO;HUANUCO;AGROPECUARIO / EDUCACIÓN
FONDO INTERNACIONAL DE AYUDA A MINEROS ARTESANALES - FIDAMAR;FIDAMAR;AV. PETIT THOUARS NRO. 4021 DPTO. 101;LIMA;LIMA;SAN ISIDRO;EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
FONDO NACIONAL CIVIL EN DEFENSA DEL AMBIENTE DEL PERU ASOCIACION SIN FINES DE LUCRO;FONCA - PERU;JR. MIGUEL ALJOVIN  N° 231 OFICINA N° 37;LIMA;LIMA;LIMA;AMBIENTE / EDUCACIÓN
FONDO VERDE INTERNACIONAL;;CALLE SANTA LUCIA 305, URB. SAN ANTONIO;JUNIN;HUANCAYO;HUANCAYO;AMBIENTE
FOREST SHAMBHALA;AFS;CALLE LLOQUE YUPANQUI 200;CUSCO;CUSCO;WANCHAQ;EDUCACIÓN
FORMABIAP;;Calle Abtao N° 1715 –;LORETO;MAYNAS;IQUITOS;AMBIENTE / EDUCACIÓN / GÉNERO / JUSTICIA
FORO NACIONAL INTERNACIONAL;;AV. MONTERRICO (EX MANUEL OLGUIN) 533 - INT. 404;LIMA;LIMA;SANTIAGO DE SURCO;EDUCACIÓN / GÉNERO / GOBERNABILIDAD
FORO REGIONAL POR LOS DERECHOS SEXUALES Y REPRODUCTIVOS DE AREQUIPA - FORDES AREQUIPA;;Urb. Los Independientes Mz. A Lote N° 3 .Urb. Yanahuara;AREQUIPA;AREQUIPA;YANAHUARA;JUSTICIA / SALUD
FORUM SOLIDARIDAD PERU;FSP;MARISCAL MILLER 2622;LIMA;LIMA;LINCE;EDUCACIÓN
FOUNDATION NON - PROFIT ASSOCIATION AND NONGOVERNMENTAL ORGANIZATIONS SAINT ANTHONY MARIANIST CALLAO PERU FOR THE KIDS;;CALLE LOS CORALES 111, URB. BENJAMIN DOIG LOSSIO;CALLAO;CALLAO;LA PERLA;EDUCACIÓN / GÉNERO / SALUD
FUNDACION AMAZONIA VIVA;FUNDAVI;PROLONGACION LA PUNTA 280 C.P LA MERCED-JUANJUI;SAN MARTIN;MARISCAL CACERES;JUANJUI;AMBIENTE
FUNDACION CALMA;;CALLE CAPIRONA 139 OF. 2 PUEBLO LIBRE;LIMA;LIMA;JESUS MARIA;GÉNERO
FUNDACION CARIDAD MUNDIAL;;JR. RAMON CASTILLA 640;LIMA;LIMA;CARABAYLLO;EDUCACIÓN / GÉNERO
FUNDACION CAYETANO HEREDIA;;AV. ARMENDARIZ 445;LIMA;LIMA;MIRAFLORES;AMBIENTE / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / SALUD
FUNDACION CESAR ACUÑA PERALTA;;CALLE ALCIDES CARRION 552 - URB. SAN NICOLAS;LA LIBERTAD;TRUJILLO;TRUJILLO;GÉNERO
FUNDACION CIUDADANOS EN ACCION PARA EL DESARROLLO SOSTENIBLE;FUNDACION CADS;Fundo La Calera de la Merced / Calle José Neyra 365 Int. 402 ;LIMA;LIMA;SURQUILLO;CIENCIA Y TECNOLOGÍA / GOBERNABILIDAD / INCLUSIÓN SOCIAL
FUNDACION COMUNAL SAN MARTIN DE SECHURA;;JR. ZONA INDUSTRIAL 404 (SECTOR NOR ESTE DE SECHURA);PIURA;SECHURA;SECHURA;AMBIENTE
FUNDACION CORDON DEL PLATA DEL PERU;;CALLE GENERAL VARELA 356, DPTO. 507;LIMA;LIMA;MIRAFLORES;AMBIENTE / EDUCACIÓN
FUNDACION CRISTO VIVE PERU;;PLAZOLETA RECOLETA S/N URB. TAWANTINSUYO (COSTADO TEMPLO) ;CUSCO;CUSCO;CUSCO;GÉNERO / INCLUSIÓN SOCIAL
FUNDACION DE DESARROLLO INTEGRAL Y SOSTENIBLE;;ASENTAMIENTO HUMANO LOS ANGELES MZ. F - LT. 20;ICA;CHINCHA;PUEBLO NUEVO;EDUCACIÓN / GOBERNABILIDAD
FUNDACION DON BOSCO;;AV. BRASIL 218;LIMA;LIMA;BREÑA;EDUCACIÓN / INCLUSIÓN SOCIAL
FUNDACION ECO VERDE;FUNDACION ECO VERDE;JR. SANTO DOMINGO CUADRA 17 - FUNDO PUCA CRUZ;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;AGROPECUARIO / PRODUCCIÓN
